Name,Level,School,Casting Time,Ritual,Duration,Concentration,Range (feet),Area (feet),Area Type,Attack/ Save,Damage/Effect,V,S,M,Materials,Consumed,Spell Tags,Bard,Cleric,Druid,Paladin,Ranger,Sorcerer,Warlock,Wizard,Source,Details,Link,
Hex,1,Enchantment,1 Bonus Action,FALSE,1 Hour,TRUE,90,,,,Necrotic,TRUE,TRUE,TRUE,Petrified eye of a newt,FALSE,"Damage, Debuff",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PHB 2024,"You place a curse on a creature that you can see within range. Until the spell ends, you deal an extra 1d6 Necrotic damage to the target whenever you hit it with an attack roll. Also, choose one ability when you cast the spell. The target has Disadvantage on ability checks made with the chosen ability. If the target drops to 0 Hit Points before this spell ends, you can take a Bonus Action on a later turn to curse a new creature. Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 2 (up to 4 hours), 3–4 (up to 8 hours), or 5+ (24 hours).",https://www.dndbeyond.com/spells/2618988-hex,
Hold Monster,5,Enchantment,1 Action,FALSE,1 Minute,TRUE,90,,,Wisdom,Paralyzed,TRUE,TRUE,TRUE,Straight piece of iron,FALSE,Control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"Choose a creature that you can see within range. The target must succeed on a Wisdom saving throw or have the Paralyzed condition for the duration. At the end of each of its turns, the target repeats the save, ending the spell on itself on a success. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619152-hold-monster,
Hold Person,2,Enchantment,1 Action,FALSE,1 Minute,TRUE,60,,,Wisdom,Paralyzed,TRUE,TRUE,TRUE,Straight piece of iron,FALSE,Control,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"Choose a Humanoid that you can see within range. The target must succeed on a Wisdom saving throw or have the Paralyzed condition for the duration. At the end of each of its turns, the target repeats the save, ending the spell on itself on a success. Using a Higher-Level Spell Slot. You can target one additional Humanoid for each spell slot level above 2.",https://www.dndbeyond.com/spells/2619153-hold-person,
Holy Aura,8,Abjuration,1 Action,FALSE,1 Minute,TRUE,Self,30,Sphere,Constitution,Blinded,TRUE,TRUE,TRUE,"Reliquary worth 1,000+ GP",FALSE,"Buff, Debuff",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"For the duration, you emit an aura in a 30-foot Emanation. While in the aura, creatures of your choice have Advantage on all saving throws, and other creatures have Disadvantage on attack rolls against them. In addition, when a Fiend or an Undead hits an affected creature with a melee attack roll, the attacker must succeed on a Constitution saving throw or have the Blinded condition until the end of its next turn.",https://www.dndbeyond.com/spells/2619155-holy-aura,
Hunger of Hadar,3,Conjuration,1 Action,FALSE,1 Minute,TRUE,150,20,Sphere,Dexterity,Cold,TRUE,TRUE,TRUE,Pickled tentacle,FALSE,"Damage, Control",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PHB 2024,"You open a gateway to the Far Realm, a region infested with unspeakable horrors. A 20-foot-radius Sphere of Darkness appears, centered on a point within range and lasting for the duration. The Sphere is Difficult Terrain, and it is filled with strange whispers and slurping noises, which can be heard up to 30 feet away. No light, magical or otherwise, can illuminate the area, and creatures fully within it have the Blinded condition. Any creature that starts its turn in the area takes 2d6 Cold damage. Any creature that ends its turn there must succeed on a Dexterity saving throw or take 2d6 Acid damage from otherworldly tentacles. Using a Higher-Level Spell Slot. The Cold or Acid damage (your choice) increases by 1d6 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619162-hunger-of-hadar,
Hunter's Mark,1,Divination,1 Bonus Action,FALSE,1 Hour,TRUE,90,,,,Force,TRUE,FALSE,FALSE,,FALSE,"Damage, Debuff",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"You magically mark one creature you can see within range as your quarry. Until the spell ends, you deal an extra 1d6 Force damage to the target whenever you hit it with an attack roll. You also have Advantage on any Wisdom (Perception or Survival) check you make to find it. If the target drops to 0 Hit Points before this spell ends, you can take a Bonus Action to move the mark to a new creature you can see within range. Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 3–4 (up to 8 hours) or 5+ (up to 24 hours).",https://www.dndbeyond.com/spells/2619166-hunters-mark,
Hypnotic Pattern,3,Illusion,1 Action,FALSE,1 Minute,TRUE,120,30,Cube,Wisdom,Charmed,FALSE,TRUE,TRUE,Pinch on confetti,FALSE,Control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"You create a twisting pattern of colors in a 30-foot Cube within range. The pattern appears for a moment and vanishes. Each creature in the area who can see the pattern must succeed on a Wisdom saving throw or have the Charmed condition for the duration. While Charmed, the creature has the Incapacitated condition and a Speed of 0. The spell ends for an affected creature if it takes any damage or if someone else uses an action to shake the creature out of its stupor.",https://www.dndbeyond.com/spells/2619168-hypnotic-pattern,
Ice Knife,1,Conjuration,1 Action,FALSE,Instantaneous,FALSE,60,5,Sphere,Dexterity,Piercing,FALSE,TRUE,TRUE,Drop of water or a piece of ice,FALSE,Damage,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You create a shard of ice and fling it at one creature within range. Make a ranged spell attack against the target. On a hit, the target takes 1d10 Piercing damage. Hit or miss, the shard then explodes. The target and each creature within 5 feet of it must succeed on a Dexterity saving throw or take 2d6 Cold damage. Using a Higher-Level Spell Slot. The Cold damage increases by 1d6 for each spell slot level above 1.",https://www.dndbeyond.com/spells/2619171-ice-knife,
Ice Storm,4,Evocation,1 Action,FALSE,Instantaneous,FALSE,300,20,Cylindar,Dexterity,Bludgeoning,TRUE,TRUE,TRUE,Mitten,FALSE,"Damage, Control",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"Hail falls in a 20-foot-radius, 40-foot-high Cylinder centered on a point within range. Each creature in the Cylinder makes a Dexterity saving throw. A creature takes 2d10 Bludgeoning damage and 4d6 Cold damage on a failed save or half as much damage on a successful one. Hailstones turn ground in the Cylinder into Difficult Terrain until the end of your next turn. Using a Higher-Level Spell Slot. The Bludgeoning damage increases by 1d10 for each spell slot level above 4.",https://www.dndbeyond.com/spells/2619178-ice-storm,
Identify,1,Divination,1 Minute,TRUE,Instantaneous,FALSE,Touch,,,,Detection,TRUE,TRUE,TRUE,Pearl worth 100+ GP,FALSE,Detection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You touch an object throughout the spell’s casting. If the object is a magic item or some other magical object, you learn its properties and how to use them, whether it requires Attunement, and how many charges it has, if any. You learn whether any ongoing spells are affecting the item and what they are. If the item was created by a spell, you learn that spell’s name. If you instead touch a creature throughout the casting, you learn which ongoing spells, if any, are currently affecting it.",https://www.dndbeyond.com/spells/2619180-identify,
Illusory Script,1,Illusion,1 Minute,TRUE,10 Days,FALSE,Touch,,,,Communication,FALSE,TRUE,TRUE,Ink worth 10+ GP,TRUE,Communication,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"You write on parchment, paper, or another suitable material and imbue it with an illusion that lasts for the duration. To you and any creatures you designate when you cast the spell, the writing appears normal, seems to be written in your hand, and conveys whatever meaning you intended when you wrote the text. To all others, the writing appears as if it were written in an unknown or magical script that is unintelligible. Alternatively, the illusion can alter the meaning, handwriting, and language of the text, though the language must be one you know. If the spell is dispelled, the original script and the illusion both disappear. A creature that has Truesight can read the hidden message.",https://www.dndbeyond.com/spells/2619173-illusory-script,
Imprisonment,9,Abjuration,1 Minute,FALSE,Until Dispelled,FALSE,30,,,Wisdom,Restrained,TRUE,TRUE,TRUE,"Statuette of the target worth 5,000 GP",FALSE,"Control, Warding",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"You create a magical restraint to hold a creature that you can see within range. The target must make a Wisdom saving throw. On a successful save, the target is unaffected, and it is immune to this spell for the next 24 hours. On a failed save, the target is imprisoned. While imprisoned, the target doesn’t need to breathe, eat, or drink, and it doesn’t age. Divination spells can’t locate or perceive the imprisoned target, and the target can’t teleport. Until the spell ends, the target is also affected by one of the following effects of your choice: Burial. The target is entombed beneath the earth in a hollow globe of magical force that is just large enough to contain the target. Nothing can pass into or out of the globe. Chaining. Chains firmly rooted in the ground hold the target in place. The target has the Restrained condition and can’t be moved by any means. Hedged Prison. The target is trapped in a demiplane that is warded against teleportation and planar travel. The demiplane is your choice of a labyrinth, a cage, a tower, or the like. Minimus Containment. The target becomes 1 inch tall and is trapped inside an indestructible gemstone or a similar object. Light can pass through the gemstone (allowing the target to see out and other creatures to see in), but nothing else can pass through by any means. Slumber. The target has the Unconscious condition and can’t be awoken. Ending the Spell. When you cast the spell, specify a trigger that will end it. The trigger can be as simple or as elaborate as you choose, but the DM must agree that it has a high likelihood of happening within the next decade. The trigger must be an observable action, such as someone making a particular offering at the temple of your god, saving your true love, or defeating a specific monster. A Dispel Magic spell can end the spell only if it is cast with a level 9 spell slot, targeting either the prison or the component used to create it.",https://www.dndbeyond.com/spells/2619175-imprisonment,
Incendiary Cloud,8,Conjuration,1 Action,FALSE,1 Minute,TRUE,150,20,Sphere,Dexterity,Fire,TRUE,TRUE,FALSE,,FALSE,"Damage, Control",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,PHB 2024,"A swirling cloud of embers and smoke fills a 20-foot-radius Sphere centered on a point within range. The cloud’s area is Heavily Obscured. It lasts for the duration or until a strong wind (like that created by Gust of Wind) disperses it.

When the cloud appears, each creature in it makes a Dexterity saving throw, taking 10d8 Fire damage on a failed save or half as much damage on a successful one. A creature must also make this save when the Sphere moves into its space and when it enters the Sphere or ends its turn there. A creature makes this save only once per turn.

The cloud moves 10 feet away from you in a direction you choose at the start of each of your turns.",https://www.dndbeyond.com/spells/2619177-incendiary-cloud,
Inflict Wounds,1,Necromancy,1 Action,FALSE,Instantaneous,FALSE,Touch,,,Constitution,Necrotic,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"A creature you touch makes a Constitution saving throw, taking 2d10 Necrotic damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 1.",https://www.dndbeyond.com/spells/2619181-inflict-wounds,
Insect Plague,5,Conjuration,1 Action,FALSE,10 Minutes,TRUE,300,20,Sphere,Constitution,Piercing,TRUE,TRUE,TRUE,Locust,FALSE,"Damage, Control",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,PHB 2024,"Swarming locusts fill a 20-foot-radius Sphere centered on a point you choose within range. The Sphere remains for the duration, and its area is Lightly Obscured and Difficult Terrain.

When the swarm appears, each creature in it makes a Constitution saving throw, taking 4d10 Piercing damage on a failed save or half as much damage on a successful one. A creature also makes this save when it enters the spell’s area for the first time on a turn or ends its turn there. A creature makes this save only once per turn.

Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619183-insect-plague,
Invisibility,2,Illusion,1 Action,FALSE,1 Hour,TRUE,Touch,,,,Invisible,TRUE,TRUE,TRUE,Eyelash in gum arabic,FALSE,Buff,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"A creature you touch has the Invisible condition until the spell ends. The spell ends early immediately after the target makes an attack roll, deals damage, or casts a spell.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2.",https://www.dndbeyond.com/spells/2619116-invisibility,
Jallarzi's Storm of Radiance,5,Evocation,1 Action,FALSE,1 Minute,TRUE,120,10,Cylindar,Constitution,Radiant,TRUE,TRUE,TRUE,Pinch of phosphorus,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"You unleash a storm of flashing light and raging thunder in a 10-foot-radius, 40-foot-high Cylinder centered on a point you can see within range. While in this area, creatures have the Blinded and Deafened conditions, and they can’t cast spells with a Verbal component.

When the storm appears, each creature in it makes a Constitution saving throw, taking 2d10 Radiant damage and 2d10 Thunder damage on a failed save or half as much damage on a successful one. A creature also makes this save when it enters the spell’s area for the first time on a turn or ends its turn there. A creature makes this save only once per turn. You unleash a storm of flashing light and raging thunder in a 10-foot-radius, 40-foot-high Cylinder centered on a point you can see within range. While in this area, creatures have the Blinded and Deafened conditions, and they can’t cast spells with a Verbal component.

When the storm appears, each creature in it makes a Constitution saving throw, taking 2d10 Radiant damage and 2d10 Thunder damage on a failed save or half as much damage on a successful one. A creature also makes this save when it enters the spell’s area for the first time on a turn or ends its turn there. A creature makes this save only once per turn.",https://www.dndbeyond.com/spells/2618836-jallarzis-storm-of-radiance,
Jump,1,Transmutation,1 Bonus Action,FALSE,1 Minute,FALSE,Touch,,,,Movement,TRUE,TRUE,TRUE,Grasshopper's hind leg,FALSE,movement,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,PHB 2024,"You touch a willing creature. Once on each of its turns until the spell ends, that creature can jump up to 30 feet by spending 10 feet of movement.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.",https://www.dndbeyond.com/spells/2618991-jump,
Knock,2,Transmutation,1 Action,FALSE,Instantaneous,FALSE,60,,,,Utility,TRUE,FALSE,FALSE,,FALSE,"Utility, Exploration",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"
Choose an object that you can see within range. The object can be a door, a box, a chest, a set of manacles, a padlock, or another object that contains a mundane or magical means that prevents access.

A target that is held shut by a mundane lock or that is stuck or barred becomes unlocked, unstuck, or unbarred. If the object has multiple locks, only one of them is unlocked.

If the target is held shut by Arcane Lock, that spell is suppressed for 10 minutes, during which time the target can be opened and closed.

When you cast the spell, a loud knock, audible up to 300 feet away, emanates from the target.",https://www.dndbeyond.com/spells/2618992-knock,
Legend Lore,5,Divination,10 Minutes,FALSE,Instantaneous,FALSE,Self,,,,Utility,TRUE,TRUE,TRUE,"Incense worth 250+ GP (consumed), four ivory strips worth 50+ GP each",TRUE,Utility,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"Name or describe a famous person, place, or object. The spell brings to your mind a brief summary of the significant lore about that famous thing, as described by the DM.

The lore might consist of important details, amusing revelations, or even secret lore that has never been widely known. The more information you already know about the thing, the more precise and detailed the information you receive is. That information is accurate but might be couched in figurative language or poetry, as determined by the DM.

If the famous thing you chose isn’t actually famous, you hear sad musical notes played on a trombone, and the spell fails.",https://www.dndbeyond.com/spells/2619010-legend-lore,
Leomund's Secret Chest,4,Conjuration,1 Action,FALSE,Until Dispelled,FALSE,Touch,,,,Utility,TRUE,TRUE,TRUE,"Chest, 3 feet by 2 feet by 2 feet, constructed from rare materials worth 5,000+ GP, and a Tiny replica of the chest made from the same materials worth 50+ GP",FALSE,Utility,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You hide a chest and all its contents on the Ethereal Plane. You must touch the chest and the miniature replica that serve as Material components for the spell. The chest can contain up to 12 cubic feet of nonliving material (3 feet by 2 feet by 2 feet).

While the chest remains on the Ethereal Plane, you can take a Magic action and touch the replica to recall the chest. It appears in an unoccupied space on the ground within 5 feet of you. You can send the chest back to the Ethereal Plane by taking a Magic action to touch the chest and the replica.

After 60 days, there is a cumulative 5 percent chance at the end of each day that the spell ends. The spell also ends if you cast this spell again or if the Tiny replica chest is destroyed. If the spell ends and the larger chest is on the Ethereal Plane, the chest remains there for you or someone else to find.",https://www.dndbeyond.com/spells/2619012-leomunds-secret-chest,
Leomund's Tiny Hut,3,Evocation,1 Minute,TRUE,8 Hours,FALSE,Self,10,Sphere,,Utility,TRUE,TRUE,TRUE,Crystal bead,FALSE,Utility,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"A 10-foot Emanation springs into existence around you and remains stationary for the duration. The spell fails when you cast it if the Emanation isn’t big enough to fully encapsulate all creatures in its area.

Creatures and objects within the Emanation when you cast the spell can move through it freely. All other creatures and objects are barred from passing through it. Spells of level 3 or lower can’t be cast through it, and the effects of such spells can’t extend into it.

The atmosphere inside the Emanation is comfortable and dry, regardless of the weather outside. Until the spell ends, you can command the interior to have Dim Light or Darkness (no action required). The Emanation is opaque from the outside and of any color you choose, but it’s transparent from the inside.

The spell ends early if you leave the Emanation or if you cast it again.",https://www.dndbeyond.com/spells/2619013-leomunds-tiny-hut,
Lesser Restoration,2,Abjuration,1 Bonus Action,FALSE,Instantaneous,FALSE,Touch,,,,Healing,TRUE,TRUE,FALSE,,FALSE,Healing,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"You touch a creature and end one condition on it: Blinded, Deafened, Paralyzed, or Poisoned.",https://www.dndbeyond.com/spells/2619016-lesser-restoration,
Levitate,2,Transmutation,1 Action,FALSE,10 Minutes,TRUE,60,,,Constitution,Movement,TRUE,TRUE,TRUE,Metal Spring,FALSE,movement,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"One creature or loose object of your choice that you can see within range rises vertically up to 20 feet and remains suspended there for the duration. The spell can levitate an object that weighs up to 500 pounds. An unwilling creature that succeeds on a Constitution saving throw is unaffected.

The target can move only by pushing or pulling against a fixed object or surface within reach (such as a wall or a ceiling), which allows it to move as if it were climbing. You can change the target’s altitude by up to 20 feet in either direction on your turn. If you are the target, you can move up or down as part of your move. Otherwise, you can take a Magic action to move the target, which must remain within the spell’s range.

When the spell ends, the target floats gently to the ground if it is still aloft.",https://www.dndbeyond.com/spells/2618994-levitate,
Light,Cantrip,Evocation,1 Action,FALSE,1 Hour,FALSE,Touch,,,,Creation,TRUE,TRUE,FALSE,Firefly or phosphorescent moss,FALSE,"Creation, Utility",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You touch one Large or smaller object that isn’t being worn or carried by someone else. Until the spell ends, the object sheds Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. The light can be colored as you like.

Covering the object with something opaque blocks the light. The spell ends if you cast it again.",https://www.dndbeyond.com/spells/2618996-light,
Lightning Arrow,3,Transmutation,1 Bonus Action,FALSE,Instantaneous,FALSE,Self,,,Dexterity,Lightning,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"As your attack hits or misses the target, the weapon or ammunition you’re using transforms into a lightning bolt. Instead of taking any damage or other effects from the attack, the target takes 4d8 Lightning damage on a hit or half as much damage on a miss. Each creature within 10 feet of the target then makes a Dexterity saving throw, taking 2d8 Lightning damage on a failed save or half as much damage on a successful one.

The weapon or ammunition then returns to its normal form.

Using a Higher-Level Spell Slot. The damage for both effects of the spell increases by 1d8 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618997-lightning-arrow,
Lightning Bolt,3,Evocation,1 Action,FALSE,Instantaneous,FALSE,Self,100,Line,Dexterity,Lightning,TRUE,TRUE,TRUE,Bit of fur and a crystal rod,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"A stroke of lightning forming a 100-foot-long, 5-foot-wide Line blasts out from you in a direction you choose. Each creature in the Line makes a Dexterity saving throw, taking 8d6 Lightning damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618999-lightning-bolt,
Locate Animals or Plants,2,Divination,1 Action,TRUE,Instantaneous,FALSE,Self,,,,Detection,TRUE,TRUE,TRUE,Fur from a bloodhound,FALSE,Detection,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"Describe or name a specific kind of Beast, Plant creature, or nonmagical plant. You learn the direction and distance to the closest creature or plant of that kind within 5 miles, if any are present.",https://www.dndbeyond.com/spells/2619000-locate-animals-or-plants,
Locate Creature,4,Divination,1 Action,FALSE,1 Hour,TRUE,Self,,,,Detection,TRUE,TRUE,TRUE,Fur from a bloodhound,FALSE,Detection,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,PHB 2024,"Describe or name a creature that is familiar to you. You sense the direction to the creature’s location if that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement.

The spell can locate a specific creature known to you or the nearest creature of a specific kind (such as a human or a unicorn) if you have seen such a creature up close—within 30 feet—at least once. If the creature you described or named is in a different form, such as under the effects of a Flesh to Stone or Polymorph spell, this spell doesn’t locate the creature.

This spell can’t locate a creature if any thickness of lead blocks a direct path between you and the creature.",https://www.dndbeyond.com/spells/2619001-locate-creature,
Locate Object,2,Divination,1 Action,FALSE,10 Minutes,TRUE,Self,,,,Detection,TRUE,TRUE,TRUE,Forked twig,FALSE,Detection,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,PHB 2024,"Describe or name an object that is familiar to you. You sense the direction to the object’s location if that object is within 1,000 feet of you. If the object is in motion, you know the direction of its movement.

The spell can locate a specific object known to you if you have seen it up close—within 30 feet—at least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon.

This spell can’t locate an object if any thickness of lead blocks a direct path between you and the object.",https://www.dndbeyond.com/spells/2619002-locate-object,
Longstrider,1,Transmutation,1 Action,FALSE,1 Hour,FALSE,Touch,,,,Buff,TRUE,TRUE,TRUE,Pinch of dirt,FALSE,"Buff, Movement",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,PHB 2024,"You touch a creature. The target’s Speed increases by 10 feet until the spell ends.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.",https://www.dndbeyond.com/spells/2619004-longstrider,
Mage Armor,1,Abjuration,1 Action,FALSE,8 Hours,FALSE,Touch,,,,Buff,TRUE,TRUE,TRUE,Piece of cured leather,FALSE,"Buff, Warding",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You touch a willing creature who isn’t wearing armor. Until the spell ends, the target’s base AC becomes 13 plus its Dexterity modifier. The spell ends early if the target dons armor.",https://www.dndbeyond.com/spells/2619006-mage-armor,
Mage Hand,Cantrip,Conjuration,1 Action,FALSE,1 Minute,FALSE,30,,,,Utility,TRUE,TRUE,FALSE,,FALSE,Utility,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again.

When you cast the spell, you can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial.

As a Magic action on your later turns, you can control the hand thus again. As part of that action, you can move the hand up to 30 feet.

The hand can’t attack, activate magic items, or carry more than 10 pounds.",https://www.dndbeyond.com/spells/2619008-mage-hand,
Magic Circle,3,Abjuration,1 Minute,FALSE,1 Hour,FALSE,10,10,Cylindar,Charisma,,TRUE,TRUE,TRUE,Salt and powdered silver worth 100+ GP,TRUE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"You create a 10-foot-radius, 20-foot-tall Cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear wherever the Cylinder intersects with the floor or other surface.

Choose one or more of the following types of creatures: Celestials, Elementals, Fey, Fiends, or Undead. The circle affects a creature of the chosen type in the following ways:

The creature can’t willingly enter the Cylinder by nonmagical means. If the creature tries to use teleportation or interplanar travel to do so, it must first succeed on a Charisma saving throw.
The creature has Disadvantage on attack rolls against targets within the Cylinder.
Targets within the Cylinder can’t be possessed by or gain the Charmed or Frightened condition from the creature.
Each time you cast this spell, you can cause its magic to operate in the reverse direction, preventing a creature of the specified type from leaving the Cylinder and protecting targets outside it.

Using a Higher-Level Spell Slot. The duration increases by 1 hour for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619018-magic-circle,
Magic Jar,6,Necromancy,1 Minute,FALSE,Until Dispelled,FALSE,Self,,,Charisma,Control,TRUE,TRUE,TRUE,"Gem, Crystal, or reliquary worth 500+ GP",FALSE,Control,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"Your body falls into a catatonic state as your soul leaves it and enters the container you used for the spell’s Material component. While your soul inhabits the container, you are aware of your surroundings as if you were in the container’s space. You can’t move or take Reactions. The only action you can take is to project your soul up to 100 feet out of the container, either returning to your living body (and ending the spell) or attempting to possess a Humanoid’s body.

You can attempt to possess any Humanoid within 100 feet of you that you can see (creatures warded by a Protection from Evil and Good or Magic Circle spell can’t be possessed). The target makes a Charisma saving throw. On a failed save, your soul enters the target’s body, and the target’s soul becomes trapped in the container. On a successful save, the target resists your efforts to possess it, and you can’t attempt to possess it again for 24 hours.

Once you possess a creature’s body, you control it. Your Hit Points, Hit Point Dice, Strength, Dexterity, Constitution, Speed, and senses are replaced by the creature’s. You otherwise keep your game statistics.

Meanwhile, the possessed creature’s soul can perceive from the container using its own senses, but it can’t move and it is Incapacitated.

While possessing a body, you can take a Magic action to return from the host body to the container if it is within 100 feet of you, returning the host creature’s soul to its body. If the host body dies while you’re in it, the creature dies, and you make a Charisma saving throw against your own spellcasting DC. On a success, you return to the container if it is within 100 feet of you. Otherwise, you die.

If the container is destroyed or the spell ends, your soul returns to your body. If your body is more than 100 feet away from you or if your body is dead, you die. If another creature’s soul is in the container when it is destroyed, the creature’s soul returns to its body if the body is alive and within 100 feet. Otherwise, that creature dies.

When the spell ends, the container is destroyed.",https://www.dndbeyond.com/spells/2619021-magic-jar,
Magic Missile,1,Evocation,1 Action,FALSE,Instantaneous,FALSE,120,,,,Force,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You create three glowing darts of magical force. Each dart strikes a creature of your choice that you can see within range. A dart deals 1d4 + 1 Force damage to its target. The darts all strike simultaneously, and you can direct them to hit one creature or several.",https://www.dndbeyond.com/spells/2619022-magic-missile,
Magic Mouth,2,Illusion,1 Minute,TRUE,Until Dispelled,FALSE,30,,,,Communication,TRUE,TRUE,TRUE,Jade dust worth 10+ GP,TRUE,Communication,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"
You implant a message within an object in range—a message that is uttered when a trigger condition is met. Choose an object that you can see and that isn’t being worn or carried by another creature. Then speak the message, which must be 25 words or fewer, though it can be delivered over as long as 10 minutes. Finally, determine the circumstance that will trigger the spell to deliver your message.

When that trigger occurs, a magical mouth appears on the object and recites the message in your voice and at the same volume you spoke. If the object you chose has a mouth or something that looks like a mouth (for example, the mouth of a statue), the magical mouth appears there, so the words appear to come from the object’s mouth. When you cast this spell, you can have the spell end after it delivers its message, or it can remain and repeat its message whenever the trigger occurs.

The trigger can be as general or as detailed as you like, though it must be based on visual or audible conditions that occur within 30 feet of the object. For example, you could instruct the mouth to speak when any creature moves within 30 feet of the object or when a silver bell rings within 30 feet of it.",https://www.dndbeyond.com/spells/2619023-magic-mouth,
